138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
138,112,83,93,91,104,96,101,103,106,129,61,129,137,126,75,113,120,139,103,91,100,123,95,108
